// FoldWatcher
// ---------------------
// Coded by Dr.K@meleon <drkameleon@hotmail.com>
// 
// homepage : http://kameleon-nest.blogspot.com
//            http://sourceforge.net/projects/foldwatcher/
// ============================
// Filename : wus_list.dat
// Last Update : 17/05/2008
//
// -----------------------------------------------------------------
// This program is free software: you can redistribute it and/or modify
// it under the terms of the GNU General Public License as published by
// the Free Software Foundation, either version 3 of the License, or
// (at your option) any later version.
//
// This program is distributed in the hope that it will be useful,
// but WITHOUT ANY WARRANTY; without even the implied warranty of
// MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the
// GNU General Public License for more details.
//
// You should have received a copy of the GNU General Public License
// along with this program.  If not, see <http://www.gnu.org/licenses/>.
//
// Copyright (C) 2008 by Dr.K@meleon
// ========================================================

100||villin|0|0.00|6.00|2.00|0||Gastrointestinal tumors and Adenocarcinomas|
3405|171.65.103.160|p3405_dpdp-ii TIP3P ff03|14312|39.00|58.00|206.00|100|GROMACS|General|vvoelz|
3406|171.65.103.160|p3406_dpdp-ii|14312|39.00|58.00|206.00|100|GROMACS|General|vvoelz|
3407|171.65.103.160|p3407_dpdp-ii|14312|39.00|58.00|206.00|100|GROMACS|General|vvoelz|
3408|171.64.65.102|p3408_dpdp-ii|14312|72.00|108.00|388.00|100|GROMACS|General|vvoelz|
3410|171.64.65.73|p3410_ntl9_capped_StillGB_298K|633|1.70|2.55|383.00|100|GRO-PS3||vvoelz|
3411|171.64.65.73|p3411_|0|1.30|2.00|287.00|100|GRO-PS3||vvoelz|
3412|171.64.65.73|p3412_ntl9_capped_StillGB_298K|633|1.70|2.55|340.00|100|GRO-PS3||vvoelz|
3413|171.64.65.73|p3413_NTL9_uncap_ff03_StillGB|627|1.30|2.00|287.00|100|GRO-PS3||vvoelz|
3422|171.64.65.73|p3422_ntl9_capped_StillGB_298K|633|1.70|2.55|383.00|100|GRO-PS3||vvoelz|
3423|171.64.65.73|p3423_ntl9_capped_StillGB_298K|633|1.70|2.55|385.00|100|GRO-PS3||vvoelz|
3424|171.64.65.73|p3424_ntl9_capped_StillGB_298K|633|1.70|2.55|385.00|100|GRO-PS3||vvoelz|
3425|171.64.65.73|p3425_ntl9_capped_StillGB_298K|633|1.70|2.55|385.00|100|GRO-PS3||vvoelz|
3426|171.64.65.73|p3426_ntl9_capped_StillGB_298K|633|1.70|2.55|385.00|100|GRO-PS3||vvoelz|
3430|171.64.65.111|p3430_proLwt0M_folded_Amber03_Native|76100|8.00|12.00|41.00|100|GROSIMT||gbowman|
3431|171.64.65.111|p3431_proLwt1M_folded_Amber03_Native|74388|8.00|12.00|44.00|100|GROSIMT||vvoelz|
3432|171.64.65.111|p3432_proLwt2M_folded_Amber03_Native|74297|8.50|13.00|47.00|100|GROSIMT||vvoelz|
3433|171.64.65.111|p3433_proLwt3M_folded_Amber03_Native|73503|9.00|13.50|50.00|100|GROSIMT||vvoelz|
3434|171.64.65.111|p3434_proLwt4M_folded_Amber03_Native|73976|9.40|14.00|52.00|100|GROSIMT||vvoelz|
3435|171.64.65.111|p3435_proLwt5M_folded_Amber03_Native|73155|10.00|14.00|53.00|100|GROSIMT||vvoelz|
3436|171.64.65.111|p3436_ci2wt0M_folded_Amber03_Native|76138|8.00|12.00|43.00|100|GROSIMT||gbowman|
3437|171.64.65.111|p3437_ci2wt1M_folded_Amber03_Native|74426|8.00|12.00|43.00|100|GROSIMT||gbowman|
3438|171.64.65.111|p3438_ci2wt2M_folded_Amber03_Native|74338|8.00|12.00|46.00|100|GROSIMT||gbowman|
3439|171.64.65.111|p3439_ci2wt3M_folded_Amber03_Native|73574|9.00|13.50|50.00|100|GROSIMT||gbowman|
3440|171.64.65.111|p3440_ci2wt4M_folded_Amber03_Native|74017|9.50|14.00|52.00|100|GROSIMT||gbowman|
3441|171.64.65.111|p3441_ci2wt6M_folded_Amber03_Native|72965|10.00|15.00|55.00|100|GROSIMT||gbowman|
3500|171.64.65.111|p3500_supervillin-03|9684|36.00|53.00|188.00|100|GROST|Gastrointestinal tumors and Adenocarcinomas|densign|
3501|171.64.65.111|p3501_supervillin_03|9684|36.00|53.00|188.00|100|GROST|Gastrointestinal tumors and Adenocarcinomas|NA|
3502|171.64.65.111|p3502_supervillin-03|9684|35.00|52.00|183.00|100|GROST|Gastrointestinal tumors and Adenocarcinomas|NA|
3503|171.64.65.111|p3503_SMP-emsv-03|9684|35.00|52.00|183.00|100|GROST|Gastrointestinal tumors and Adenocarcinomas|NA|
3600|171.65.103.163|p3600_GCAA_TETRALOOP_HAIRPIN_Extended|12229|26.00|38.00|132.00|100|GROST|*RNA Folding|gbowman|
3603|171.64.122.82|p3603_Seq22_Amber03_Native|12398|64.00|96.00|343.00|100|GROSIMT||huangx|
3604|171.64.122.82|p3604_Seq22_Amber03_Extended|12398|64.00|96.00|343.00|100|GROSIMT||gbowman|
3607|171.64.122.82|p3607_Seq23_Amber03_Native|12383|64.00|96.00|343.00|100|GROSIMT||gbowman|
3608|171.64.122.82|p3608_Seq23_Amber03_Extended|12383|64.00|96.00|343.00|100|GROSIMT||gbowman|
3611|171.64.122.82|p3611_Seq24_Amber03_Native|12404|64.00|96.00|343.00|100|GROSIMT||gbowman|
3612|171.64.122.82|p3612_Seq24_Amber03_Extended|12404|64.00|96.00|343.00|100|GROSIMT||gbowman|
3615|171.64.122.82|p3615_Seq25_Amber03_Native|12394|64.00|96.00|343.00|100|GROSIMT||gbowman|
3616|171.64.122.82|p3616_Seq25_Amber03_Extended|12394|64.00|96.00|343.00|100|GROSIMT||gbowman|
3619|171.64.122.82|p3619_Seq26_Amber03_Native|12391|64.00|96.00|343.00|100|GROSIMT||gbowman|
3620|171.64.122.82|p3620_Seq26_Amber03_Extended|12391|64.00|96.00|343.00|100|GROSIMT||gbowman|
3623|171.64.122.82|p3623_Seq27_Amber03_Native|12396|64.00|96.00|343.00|100|GROSIMT||gbowman|
3624|171.64.122.82|p3624_Seq27_Amber03_Extended|12396|64.00|96.00|343.00|100|GROSIMT||gbowman|
3627|171.64.122.82|p3627_Seq11_Amber03_Native|12390|64.00|96.00|343.00|100|GROSIMT||gbowman|
3628|171.64.122.82|p3628_Seq11_Amber03_Extended|12390|64.00|96.00|343.00|100|GROSIMT||gbowman|
3631|171.64.122.82|p3631_Seq12_Amber03_Native|12384|64.00|96.00|343.00|100|GROSIMT||gbowman|
3632|171.64.122.82|p3632_Seq12_Amber03_Extended|12384|64.00|96.00|343.00|100|GROSIMT||gbowman|
3635|171.64.122.82|p3635_Seq13_Amber03_Native|12392|64.00|96.00|343.00|100|GROSIMT||gbowman|
3636|171.64.122.82|p3636_Seq13_Amber03_Extended|12392|64.00|96.00|343.00|100|GROSIMT||gbowman|
3639|171.64.122.82|p3639_Seq14_Amber03_Native|12392|64.00|96.00|343.00|100|GROSIMT||gbowman|
3640|171.64.122.82|p3640_Seq14_Amber03_Extended|12392|64.00|96.00|343.00|100|GROSIMT||gbowman|
3641|171.64.122.78|p3641_GCAA_TETRALOOP_HAIRPIN_Extended|12229|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3643|171.64.122.82|p3643_Seq15_Amber03_Native|12385|64.00|96.00|343.00|100|GROSIMT||gbowman|
3644|171.64.122.82|p3644_Seq15_Amber03_Extended|12385|64.00|96.00|343.00|100|GROSIMT||gbowman|
3645|171.64.122.72|p3645_Seq21_Amber03_Native|12392|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3646|171.64.122.72|p3646_Seq21_Amber03_Extended|12392|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3647|171.64.122.72|p3647_Seq21_Amber03_Native|12392|64.00|96.00|343.00|100|GROST||gbowman|
3648|171.64.122.72|p3648_Seq21_Amber03_Extended|12392|64.00|96.00|343.00|100|GROST||gbowman|
3649|171.64.122.72|p3649_Seq22_Amber03_Native|12398|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3650|171.64.122.72|p3650_Seq22_Amber03_Extended|12398|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3651|171.64.122.72|p3651_Seq22_Amber03_Native|12398|64.00|96.00|343.00|100|GROST||gbowman|
3652|171.64.122.72|p3652_Seq22_Amber03_Extended|12398|64.00|96.00|343.00|100|GROST||gbowman|
3653|171.64.122.72|p3653_Seq23_Amber03_Native|12383|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3654|171.64.122.72|p3654_Seq23_Amber03_Extended|12383|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3655|171.64.122.72|p3655_Seq23_Amber03_Native|12383|64.00|96.00|343.00|100|GROST||gbowman|
3656|171.64.122.72|p3656_Seq23_Amber03_Extended|12383|64.00|96.00|343.00|100|GROST||gbowman|
3657|171.64.122.72|p3657_Seq24_Amber03_Native|12404|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3658|171.64.122.72|p3658_Seq24_Amber03_Extended|12404|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3659|171.64.122.72|p3659_Seq24_Amber03_Native|12404|64.00|96.00|343.00|100|GROST||gbowman|
3660|171.64.122.72|p3660_Seq24_Amber03_Extended|12404|64.00|96.00|343.00|100|GROST||gbowman|
3661|171.64.122.72|p3661_Seq25_Amber03_Native|12394|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3662|171.64.122.72|p3662_Seq25_Amber03_Extended|12394|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3663|171.64.122.72|p3663_Seq25_Amber03_Native|12394|64.00|96.00|343.00|100|GROST||gbowman|
3664|171.64.122.72|p3664_Seq25_Amber03_Extended|12394|64.00|96.00|343.00|100|GROST||gbowman|
3665|171.64.122.72|p3665_Seq26_Amber03_Native|12391|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3666|171.64.122.72|p3666_Seq26_Amber03_Extended|12391|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3667|171.64.122.72|p3667_Seq26_Amber03_Native|12391|64.00|96.00|343.00|100|GROST||gbowman|
3668|171.64.122.72|p3668_Seq26_Amber03_Extended|12391|64.00|96.00|343.00|100|GROST||gbowman|
3669|171.64.122.72|p3669_Seq27_Amber03_Native|12396|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3670|171.64.122.72|p3670_Seq27_Amber03_Extended|12396|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3671|171.64.122.72|p3671_Seq27_Amber03_Native|12396|64.00|96.00|343.00|100|GROST||gbowman|
3672|171.64.122.72|p3672_Seq27_Amber03_Extended|12396|64.00|96.00|343.00|100|GROST||gbowman|
3673|171.64.122.72|p3673_Seq20_Amber03_Native|12395|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3674|171.64.122.72|p3674_Seq20_Amber03_Extended|12395|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3675|171.64.122.72|p3675_Seq20_Amber03_Native|12395|64.00|96.00|343.00|100|GROST||gbowman|
3676|171.64.122.72|p3676_Seq20_Amber03_Extended|12395|64.00|96.00|343.00|100|GROST||gbowman|
3677|171.64.122.72|p3677_Seq11_Amber03_Native|12390|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3678|171.64.122.72|p3678_Seq11_Amber03_Extended|12390|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3679|171.64.122.72|p3679_Seq11_Amber03_Native|12390|64.00|96.00|343.00|100|GROST||gbowman|
3680|171.64.122.72|p3680_Seq11_Amber03_Extended|12390|64.00|96.00|343.00|100|GROST||gbowman|
3681|171.64.122.72|p3681_Seq12_Amber03_Native|12384|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3682|171.64.122.72|p3682_Seq12_Amber03_Extended|12384|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3683|171.64.122.72|p3683_Seq12_Amber03_Native|12384|64.00|96.00|343.00|100|GROST||gbowman|
3684|171.64.122.72|p3684_Seq12_Amber03_Extended|12384|64.00|96.00|343.00|100|GROST||gbowman|
3685|171.64.122.72|p3685_Seq13_Amber03_Native|12392|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3686|171.64.122.72|p3686_Seq13_Amber03_Extended|12392|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3687|171.64.122.72|p3687_Seq13_Amber03_Native|12392|64.00|96.00|343.00|100|GROST||gbowman|
3688|171.64.122.72|p3688_Seq13_Amber03_Extended|12392|64.00|96.00|343.00|100|GROST||gbowman|
3689|171.64.122.72|p3689_Seq14_Amber03_Native|12392|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3690|171.64.122.72|p3690_Seq14_Amber03_Extended|12392|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3691|171.64.122.72|p3691_Seq14_Amber03_Native|12392|64.00|96.00|343.00|100|GROST||gbowman|
3692|171.64.122.72|p3692_Seq14_Amber03_Extended|12392|64.00|96.00|343.00|100|GROST||gbowman|
3693|171.64.122.72|p3693_Seq15_Amber03_Native|12385|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3694|171.64.122.72|p3694_Seq15_Amber03_Extended|12385|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3695|171.64.122.72|p3695_Seq15_Amber03_Native|12385|64.00|96.00|343.00|100|GROST||gbowman|
3696|171.64.122.72|p3696_Seq15_Amber03_Extended|12385|64.00|96.00|343.00|100|GROST||gbowman|
3697|171.64.122.72|p3697_Seq16_Amber03_Native|12379|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3698|171.64.122.72|p3698_Seq16_Amber03_Extended|12379|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3699|171.64.122.72|p3699_Seq16_Amber03_Native|12379|64.00|96.00|343.00|100|GROST||gbowman|
3700|171.64.122.72|p3700_Seq16_Amber03_Extended|12379|64.00|96.00|343.00|100|GROST||gbowman|
3701|171.64.122.72|p3701_Seq17_Amber03_Native|12393|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3702|171.64.122.72|p3702_Seq17_Amber03_Extended|12393|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3703|171.64.122.72|p3703_Seq17_Amber03_Native|12393|64.00|96.00|343.00|100|GROST||gbowman|
3704|171.64.122.72|p3704_Seq17_Amber03_Extended|12393|64.00|96.00|343.00|100|GROST||gbowman|
3705|171.64.122.72|p3705_Seq18_Amber03_Native|12393|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3706|171.64.122.72|p3706_Seq18_Amber03_Extended|12393|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3707|171.64.122.72|p3707_Seq18_Amber03_Native|12393|64.00|96.00|343.00|100|GROST||gbowman|
3708|171.64.122.72|p3708_Seq18_Amber03_Extended|12393|64.00|96.00|343.00|100|GROST||gbowman|
3709|171.64.122.72|p3709_Seq19_Amber03_Native|12371|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3710|171.64.122.72|p3710_Seq19_Amber03_Extended|12371|64.00|96.00|343.00|100|GROST|*RNA Folding|gbowman|
3711|171.64.122.72|p3711_Seq19_Amber03_Native|12371|64.00|96.00|343.00|100|GROST||gbowman|
3712|171.64.122.72|p3712_Seq19_Amber03_Extended|12371|64.00|96.00|343.00|100|GROST||gbowman|
3713|171.64.122.72|p3713_Villin_amber99p_Native|15469|88.00|131.00|474.00|100|GROST|Gastrointestinal tumors and Adenocarcinomas|gbowman|
3717|171.64.122.72|p3717_wwMouse_amber99p_Native|16585|92.00|137.00|493.00|100|GROST|*RNA Folding|gbowman|
3721|171.64.122.72|p3721_WW_amber99p_Native|16343|91.00|136.00|491.00|100|GROST|*RNA Folding|gbowman|
3725|171.64.122.72|p3725_wwMutant_amber99p_Native|16343|91.00|135.00|487.00|100|GROST|*RNA Folding|gbowman|
3729|171.64.122.82|p3729_Seq16_Amber03_Native|12379|64.00|96.00|343.00|100|GROSIMT||gbowman|
3730|171.64.122.82|p3730_Seq16_Amber03_Extended|12379|64.00|96.00|343.00|100|GROSIMT||gbowman|
3731|171.64.122.82|p3731_Seq17_Amber03_Native|12393|64.00|96.00|343.00|100|GROSIMT||gbowman|
3732|171.64.122.82|p3732_Seq17_Amber03_Extended|12393|64.00|96.00|343.00|100|GROSIMT||gbowman|
3733|171.64.122.82|p3733_Seq18_Amber03_Native|12393|64.00|96.00|343.00|100|GROSIMT||gbowman|
3734|171.64.122.82|p3734_Seq18_Amber03_Extended|12393|64.00|96.00|343.00|100|GROSIMT||gbowman|
3735|171.64.122.82|p3735_Seq19_Amber03_Native|12371|64.00|96.00|343.00|100|GROSIMT||gbowman|
3736|171.64.122.82|p3736_Seq19_Amber03_Extended|12371|64.00|96.00|343.00|100|GROSIMT||gbowman|
3737|171.64.122.82|p3737_Seq20_Amber03_Native|12395|64.00|96.00|343.00|100|GROSIMT||gbowman|
3738|171.64.122.82|p3738_Seq20_Amber03_Extended|12395|64.00|96.00|343.00|100|GROSIMT||gbowman|
3739|171.64.122.82|p3739_Seq21_Amber03_Native|12392|64.00|96.00|343.00|100|GROSIMT||gbowman|
3740|171.64.122.82|p3740_Seq21_Amber03_Extended|12392|64.00|96.00|343.00|100|GROSIMT||gbowman|
3741|171.64.122.72|p3741_Seq30_Amber03_Native|7911|39.00|58.00|205.00|100|GROST||gbowman|
3742|171.64.122.72|p3742_Seq30_Amber03_Extended|12402|39.00|58.00|205.00|100|GROST||gbowman|
3745|171.64.122.72|p3745_Seq31_Amber03_Native|7914|39.00|58.00|204.00|100|GROST||gbowman|
3746|171.64.122.72|p3746_Seq31_Amber03_Extended|12399|39.00|58.00|204.00|100|GROST||gbowman|
3749|171.64.122.72|p3749_Seq32_Amber03_Native|6494|32.00|47.00|165.00|100|GROST||gbowman|
3750|171.64.122.72|p3750_Seq32_Amber03_Extended|12407|32.00|47.00|165.00|100|GROST||gbowman|
3753|171.64.122.72|p3753_Seq33_Amber03_Native|16213|88.00|131.00|473.00|100|GROST||gbowman|
3754|171.64.122.72|p3754_Seq33_Amber03_Extended|21367|88.00|131.00|473.00|100|GROST||gbowman|
3757|171.64.122.72|p3757_Seq35_Amber03_Native|12371|63.00|93.00|334.00|100|GROST||gbowman|
3758|171.64.122.72|p3758_Seq35_Amber03_Extended|12371|63.00|93.00|334.00|100|GROST||gbowman|
3761|171.64.122.72|p3761_Seq36_Amber03_Native|14782|83.00|124.00|448.00|100|GROST||gbowman|
3762|171.64.122.72|p3762_Seq36_Amber03_Extended|21394|83.00|124.00|448.00|100|GROST||gbowman|
3765|171.64.122.72|p3765_Seq37_Amber03_Native|14774|83.00|124.00|446.00|100|GROST||gbowman|
3766|171.64.122.72|p3766_Seq37_Amber03_Extended|21353|83.00|124.00|446.00|100|GROST||gbowman|
3850|128.59.74.4|p3850_fkbprelative_ligand|2722|21.00|31.00|343.00|100|DGROMACSB||mrshirts|
3851|128.59.74.4|p3851_fkbprelative_complex|14907|24.00|40.00|443.00|100|DGROMACSB||mrshirts|
3852|128.59.74.4|p3852_p3850_fkbprelative_ligand|2722|21.00|31.00|343.00|100|DGROMACSB||mrshirts|
3853|128.59.74.4|p3853_p3851_fkbprelative_complex|14907|24.00|40.00|443.00|100|DGROMACSB||mrshirts|
3903|171.64.122.83|p3903_|147170|64.00|94.00|338.00|50|DGROMACS||kasson|
3905|171.64.122.83|p3905_|147161|64.00|94.00|338.00|50|DGROMACS||kasson|
3906|171.64.122.88|p3906_|6355|59.00|86.00|310.00|50|DGROMACSB||kasson|
3907|171.64.122.88|p3907_|6355|59.00|86.00|310.00|50|DGROMACSB||kasson|
3908|171.64.122.83|p3908_|147161|64.00|94.00|338.00|50|DGROMACS||kasson|
4000|171.64.65.96|p4000_supervillin_StillGBSA_AM03_e1|576|2.00|3.00|250.00|100|GRO-PS3||densign|
4001|171.64.65.96|p4001_supervillin_StillGBSA_AM03_e2|576|1.30|4.00|289.00|100|GRO-PS3||densign|
4002|171.64.65.96|p4002_N68H_StillGBSA_AM03_e1|582|1.20|3.60|270.00|100|GRO-PS3||densign|
4003|171.64.65.96|p4003_N68H_StillGBSA_AM03_e2|582|1.20|3.60|275.00|100|GRO-PS3||densign|
4004|171.64.65.96|p4004_supervillin_StillGBSA_AM99sb_e1|576|2.00|3.00|250.00|100|GRO-PS3||densign|
4005|171.64.65.96|p4005_p3192_supervillin_StillGBSA_AM03_e2|576|1.30|4.00|289.00|100|GRO-PS3||densign|
4006|171.64.65.96|p4006_N68H_StillGBSA_AM99sb_e1|582|1.20|3.60|270.00|100|GRO-PS3||densign|
4007|171.64.65.96|p4007_p3194_N68H_StillGBSA_AM03_e2|582|1.20|3.60|275.00|100|GRO-PS3||densign|
4008|171.64.65.96|p4008_supervillin_StillGBSA_AM03_e1|576|2.00|3.00|250.00|100|GRO-PS3||densign|
4009|171.64.65.96|p4009_N68H_StillGBSA_AM03_e2|582|1.20|3.60|275.00|100|GRO-PS3||densign|
4010|171.64.65.96|p4010_supervillin_2xStillGBSA_AM03_e1|576|2.00|3.00|295.00|100|GRO-PS3||densign|
4011|171.64.65.96|p4011_supervillin_2xStillGBSA_AM99sb_e1|576|2.00|3.00|295.00|100|GRO-PS3||densign|
4012|171.64.65.96|p4012_supervillin_Still_novisc|576|2.00|3.00|211.00|100|GRO-PS3||densign|
4013|171.64.65.96|p4013_supervillin_Still_novisc|576|2.00|3.00|250.00|100|GRO-PS3||densign|
4014|171.64.65.96|p4014_supervillin_StillGBSA_AM03_e1|576|2.00|6.00|250.00|100|GRO-PS3||densign|
4016|171.64.65.96|p4016_supervillin_StillGBSA_AM03_bondi|576|2.00|6.00|250.00|100|GRO-PS3||densign|
4017|171.64.65.96|p4017_supervillin_StillGBSA_AM03_bondi|576|2.00|6.00|250.00|100|GRO-PS3||densign|
4018|171.64.65.96|p4018_supervillin_StillGBSA_AM03_mbondi|576|2.00|6.00|250.00|100|GRO-PS3||densign|
4019|171.64.65.96|p4019_supervillin_StillGBSA_AM03_mbondi|576|2.00|6.00|250.00|100|GRO-PS3||densign|
4020|171.64.65.96|p4020_supervillin_StillGBSA_AM03_mbondi2|576|2.00|6.00|250.00|100|GRO-PS3||densign|
4021|171.64.65.96|p4021_supervillin_StillGBSA_AM03_mbondi2|576|2.00|6.00|250.00|100|GRO-PS3||densign|
4022|171.64.122.73|p4022_supervillin_StillGBSA_AM03_mbondi2|576|2.00|6.00|250.00|100|GRO-PS3||densign|
4023|171.64.122.73|p4023_supervillin_StillGBSA_AM03_mbondi2|576|2.00|6.00|250.00|100|GRO-PS3||densign|
4024|171.64.122.73|p4024_supervillin_StillGBSA_AM03_mbondi2|576|16.00|24.00|1500.00|100|GRO-PS3||densign|
4025|171.64.122.73|p4025_supervillin_StillGBSA_AM03_mbondi2|576|16.00|24.00|1500.00|100|GRO-PS3||densign|
4026|171.64.122.73|p4026_supervillin_StillGBSA_AM03_300|576|2.00|3.00|250.00|100|GRO-PS3||densign|
4027|171.64.122.73|p4027_supervillin_StillGBSA_AM03_330|576|2.00|3.00|250.00|100|GRO-PS3||densign|
4028|171.64.122.73|p4028_supervillin_StillGBSA_AM03_360|576|2.00|3.00|250.00|100|GRO-PS3||densign|
4029|171.64.122.73|p4029_supervillin_StillGBSA_AM03_390|576|2.00|3.00|250.00|100|GRO-PS3||densign|
4030|171.64.122.73|p4030_supervillin_StillGBSA_AM03_450|576|2.00|3.00|250.00|100|GRO-PS3||densign|
4031|171.64.122.73|p4031_supervillin_StillGBSA_AM03_600|576|2.00|3.00|250.00|100|GRO-PS3||densign|
4032|171.64.122.73|p4032_supervillin_Still_novisc_300|576|2.00|3.00|211.00|100|GRO-PS3||densign|
4033|171.64.122.73|p4033_supervillin_Still_novisc_330|576|2.00|3.00|211.00|100|GRO-PS3||densign|
4034|171.64.122.73|p4034_supervillin_Still_novisc_360|576|2.00|3.00|211.00|100|GRO-PS3||densign|
4035|171.64.122.73|p4035_supervillin_Still_novisc_390|576|2.00|3.00|211.00|100|GRO-PS3||densign|
4036|171.64.122.73|p4036_supervillin_Still_novisc_450|576|2.00|3.00|211.00|100|GRO-PS3||densign|
4037|171.64.122.73|p4037_supervillin_Still_novisc_600|576|2.00|3.00|211.00|100|GRO-PS3||densign|
4043|171.64.122.73|p4043_supervillin_StillGBSA_AM03|576|2.00|3.00|125.00|100|GRO-PS3||densign|
4044|171.64.122.73|p4044_supervillin_StillGBSA_AM03|576|20.00|30.00|1250.00|100|GRO-PS3||densign|
4100|171.64.65.111|p4100_villinwt_folded_Amber03_Native|15838|32.00|48.00|176.00|100|GROSIMT||gbowman|
4101|171.64.65.111|p4101_supervillin_folded_Amber03_Native|18793|40.00|60.00|217.00|100|GROSIMT||gbowman|
4102|171.64.65.111|p4102_ww_folded_Amber03_Native|19430|39.00|59.00|215.00|100|GROSIMT||gbowman|
4103|171.64.65.111|p4103_wwmut_folded_Amber03_Native|14921|30.00|45.00|164.00|100|GROSIMT||gbowman|
4104|171.64.65.111|p4104_wwmouse_folded_Amber03_Native|18305|39.00|58.00|213.00|100|GROSIMT||gbowman|
4105|171.64.65.111|p4105_villinwt_unf_Amber03_Extended|15838|32.00|48.00|176.00|100|GROSIMT||gbowman|
4107|171.64.65.111|p4107_ww_unf_Amber03_Extended|19430|39.00|59.00|215.00|100|GROSIMT||gbowman|
4108|171.64.65.111|p4108_wwmut_unf_Amber03_Extended|14921|30.00|45.00|164.00|100|GROSIMT||gbowman|
4109|171.64.65.111|p4109_wwmouse_unf_Amber03_Extended|18305|39.00|58.00|213.00|100|GROSIMT||gbowman|
4110|171.64.65.111|p4110_ntl9_folded_Amber03_Native|14856|31.00|46.00|168.00|100|GROSIMT||gbowman|
4111|171.64.65.111|p4111_ntl9_unf_Amber03_Extended|14856|31.00|46.00|168.00|100|GROSIMT||gbowman|
4112|171.64.65.111|p4112_villinwt_big_folded_Amber03_Native|26314|55.00|85.00|303.00|100|GROSIMT||gbowman|
4113|171.64.65.111|p4113_villinwt_big_folded_Amber03_Native|26314|35.00|52.00|188.00|100|GROSIMT||gbowman|
4114|171.64.65.111|p4114_villinwt_folded_Amber03_Native|15838|20.00|30.00|107.00|100|GROSIMT||NA|
4115|171.64.65.111|p4115_villinwt_folded_Amber03_Native|15838|32.00|48.00|176.00|100|GROSIMT||gbowman|
4116|171.64.65.111|p4116_supervillin_folded_Amber03_Native|18793|40.00|60.00|217.00|100|GROSIMT||gbowman|
4117|171.64.65.111|p4117_ww_folded_Amber03_Native|19430|39.00|59.00|215.00|100|GROSIMT||gbowman|
4118|171.64.65.111|p4118_wwmut_folded_Amber03_Native|14921|30.00|45.00|164.00|100|GROSIMT||gbowman|
4119|171.64.65.111|p4119_wwmouse_folded_Amber03_Native|18305|39.00|58.00|213.00|100|GROSIMT||gbowman|
4120|171.64.65.111|p4120_ntl9_folded_Amber03_Native|14856|31.00|46.00|168.00|100|GROSIMT||gbowman|
4121|171.64.65.111|p4121_villinwt_folded_Amber03_Native|15838|32.00|48.00|10.00|100|GROSIMT||huangx|
4122|171.64.65.111|p4122_ntl9_folded_Amber03_Native|14856|31.00|46.00|10.00|100|GROSIMT||huangx|
4400|171.64.122.72|p4400_Seq42_Amber03_Native|7885|5.00|10.00|15.00|100|GROSIMT||huangx|
4401|171.64.122.72|p4401_Seq_41_unf_AMBER|7885|5.00|10.00|15.00|100|GROSIMT||huangx|
4402|171.64.122.72|p4402_Seq_42_nat_AMBER_Native|7864|5.00|10.00|15.00|100|GROSIMT||huangx|
4403|171.64.122.72|p4403_Seq_42_unf_AMBER|7864|5.00|10.00|15.00|100|GROSIMT||huangx|
4404|171.64.122.72|p4404_Seq_43_nat_AMBER_Native|7863|5.00|10.00|15.00|100|GROSIMT||huangx|
